Sample Number:,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
1354.806,32.90522035,15.77488675,20.77254238,23.92728381,26.76960739,18.67066641,21.87012252,23.77303261,21.66037127,23.88043839,23.46868766,20.69923038,26.13614817,19.85630188,20.79652651,19.38880364,19.96188111,22.68810138,18.72309311,20.01935805,14.51916595,20.41245668,19.01502532,21.54137808,21.27684611,20.51599356,14.2668376,14.68357663,19.85402596,19.72084573,18.54940338,16.1187534,24.70409406,22.45812371,16.16623899,17.81138601,24.71845806,23.33152414,19.57356626,17.65762532,17.81570694,24.16707992,21.38690281,22.38104702,20.68313047,17.84542645,20.33893208,16.32411331,14.19295584,17.17849548,16.41276978,14.04488799,18.81986662,17.6379852,17.94366448,19.79028812
1358.666,33.48638261,16.43319801,21.47009339,24.83855315,27.67111856,19.49231405,22.72530963,24.2242494,22.08977864,24.68951697,24.40942673,21.47913888,26.38972149,20.39648844,21.27976412,19.99330063,21.16892055,23.58711944,19.15851712,20.87208172,15.2269377,21.28308193,19.59208027,22.38246717,22.11621898,21.73213196,14.81521751,15.21412746,20.87898634,20.38847136,19.59869772,16.70779387,25.59188625,23.41131394,16.87504016,18.89268699,24.8173966,23.8550001,20.57341628,18.37011335,18.63599763,25.15591394,21.90152291,23.22192879,21.6361349,18.45926281,20.99669087,16.922286,14.94233615,18.13123102,17.22935523,14.55061386,20.24845694,18.23852269,18.79654266,20.64964784
1362.526,34.44677999,17.04457561,22.28573059,26.02920187,28.26235816,20.64910513,23.72585855,25.18940585,23.21741092,25.61660857,26.21904232,21.72401036,28.05446446,21.57691604,22.21317897,20.89361269,21.93669253,24.77102392,19.89206146,21.77422655,16.01975268,22.39684406,20.41807377,23.53874277,22.91167123,22.99704382,15.52449347,16.30953492,21.75150039,21.38591414,21.00420071,17.61035862,26.74500974,24.70046746,17.83247148,20.03035718,25.37684429,24.7639605,21.46839895,19.13958985,20.06722285,25.75640565,22.76442272,24.45593501,22.79247415,19.21440896,21.81608959,17.59262392,15.59628888,19.25086723,18.08304932,15.47685587,21.58719611,18.7813816,19.80976668,21.61406791
1366.386,34.96829806,17.64409975,22.73698432,26.70027274,29.30339522,21.26334841,24.81266978,26.25652376,24.21520596,26.70244391,26.94025796,22.06171416,29.70291235,22.71222173,23.69863137,21.85175487,22.86923196,25.43653843,20.67150398,22.12243643,16.86999737,23.78920712,21.22048376,24.62622705,24.3045278,23.89468699,16.46331408,17.45042332,22.86231002,22.63870074,22.01078223,18.38655733,27.72719626,25.78918221,18.69219692,20.94061252,26.15909758,25.84389537,21.89447241,20.01563801,21.48218882,27.23149662,23.75485716,25.71806931,23.75833919,20.19849054,22.90218021,18.77755649,16.60317912,20.31874802,18.7451937,16.45041737,22.38459356,19.68603526,20.72358207,22.45141892
1370.246,36.62462303,18.10511171,23.43144358,27.15735339,29.88616842,22.12406754,25.92648556,27.26188039,25.0780747,27.50583979,27.26442862,22.68610294,29.91942876,23.28719567,24.75186185,22.60780503,24.19024048,26.13798019,21.15982336,22.68940044,17.59261891,24.76567256,21.83546074,25.66185667,26.19768758,24.79486797,17.34423077,17.9371594,23.82000152,23.72436666,22.49221017,19.00089146,28.82789688,26.51841223,19.11675829,21.88299451,27.12442187,27.10402063,22.210483,20.77430956,22.09047625,27.8935968,24.40199058,26.28378311,24.62919257,20.8433829,24.30680871,19.6298192,17.32375806,20.73099121,19.55432806,17.03204042,23.14902101,20.42767587,21.58006578,23.44395808
1374.106,38.03923659,18.46833114,23.91862473,28.05140431,30.2642379,23.1012817,26.796794,28.15158121,26.10275352,28.8510618,27.92791274,23.3545557,29.38902742,23.92309573,24.87569081,22.77841896,24.91263173,27.80663871,21.64920962,23.29208043,18.01781076,25.85187015,22.28204367,26.26417986,27.21704639,25.61721291,18.13125828,18.70495505,24.7522744,24.28406997,22.95309276,19.46422099,29.30257051,27.63011895,19.64005922,22.39064234,27.44145685,28.18087511,22.80345355,21.41504148,22.47781343,27.99154517,24.66508394,26.94472718,25.23902933,21.1900726,25.6048131,19.87856619,17.5260113,21.09110806,20.2739322,17.25212713,24.22092611,20.50609262,22.16840574,24.346907
1377.966,38.14908524,19.15313601,23.91940335,28.91029246,31.62442393,23.35045876,27.89970154,29.32502504,26.56083067,30.04189442,28.52626595,23.79533,30.12467648,24.53352855,25.15641273,22.59459209,25.28820491,28.943921,22.89215779,23.81207931,18.28447731,26.3082725,22.66636766,26.45346392,26.95106145,26.0076085,18.49712015,19.36513033,24.99172015,24.70342655,23.46716423,19.82863821,29.20400689,28.91524223,20.03793844,22.91891333,27.41728344,28.24423237,23.26583273,21.70668739,22.79638933,28.28819415,25.11803388,27.85054592,25.71771131,22.00577796,25.50292346,19.95740788,17.76192206,21.61466985,20.65048165,17.28021313,24.28514513,20.93020453,22.22020286,24.9793451
1381.826,37.83610713,19.20936651,23.94473412,28.5420546,30.94103529,23.23029061,28.31621173,29.39650997,26.09582772,29.33451479,28.52082938,23.60093897,30.42324821,24.4964028,25.64652305,22.6872241,25.45045724,28.06260912,22.79522727,23.80311436,18.19878196,25.97571244,22.61408993,26.18578487,26.9023477,26.06243877,18.14975035,19.04902355,24.59137698,24.42754084,22.91523163,19.83288284,28.52576514,28.20419545,20.19339889,22.50310184,27.25738075,27.56863777,23.17498237,20.85802991,22.46477094,28.17241942,24.82304306,27.3439794,25.91748398,22.1961886,24.7606799,19.56866193,17.30536756,21.32179992,20.16961694,17.40159878,23.67369454,20.97615837,22.0760791,25.10538351
1385.686,37.10387345,18.97627322,24.27791589,28.31102254,29.94392276,23.23777572,27.95904351,28.70291089,25.40043402,29.2014592,28.94058519,23.22130585,30.39129908,24.44420626,25.52173126,23.14752462,25.42360785,27.64631768,22.17653732,23.77578807,18.1333755,26.23962769,22.69527058,26.53585106,27.19004343,25.95117924,17.82178912,18.66271311,24.77142724,24.27394308,22.57613294,19.90029404,28.4416529,27.50249294,20.05331117,21.88844547,26.97463651,27.27703092,23.05094879,20.58719043,22.25610456,27.83268776,24.59761759,26.78886802,24.85608375,21.64871568,24.52024046,19.68039255,17.00370693,20.72757355,19.68229752,17.36145107,23.5671533,20.49211845,22.01609253,24.73312046
1389.545,38.43657109,19.82470588,25.04176339,30.26110227,31.17398942,24.06200843,28.31550281,29.80219641,26.26878759,30.08561567,29.90257478,24.02256087,31.7273374,25.47998611,26.27691425,24.24382342,26.36973846,28.71932525,22.96478559,24.77979528,18.81731594,27.16673831,23.40005135,27.17287514,27.57904997,26.5234729,18.34822873,19.23467907,25.8923583,25.03780837,23.51741433,20.252781,30.04727031,27.9035784,20.31601032,23.1608372,28.057884,28.02437034,23.89836476,21.71611607,23.14920886,28.48434244,25.71754942,27.37514527,25.03625902,21.72624894,25.70678849,20.51114016,17.4296085,21.15309688,20.10749693,17.77673585,24.11359956,21.24449592,22.40639243,24.9889882
1393.405,39.83573327,20.24201093,25.47124982,30.65382184,31.38603959,24.67316173,28.31052692,30.61639186,27.65482079,30.43852293,29.67933815,25.08794932,31.52359048,26.12902817,26.86286579,24.82895578,26.85880325,29.24106209,23.45554309,25.36375347,19.24335677,28.28659549,23.73178025,26.94819546,27.46321153,27.25523221,18.64127966,20.04396142,26.1112684,25.59386895,23.9402855,20.49440469,30.73007287,28.49007926,20.33657938,23.41187514,28.93565237,28.41973899,24.07997109,22.40278324,23.63095225,29.47606317,25.86491042,27.61151812,25.91189484,22.31353591,26.03820437,20.77274793,17.75617871,21.54564667,20.63495009,17.86438628,24.01631275,21.44709938,23.01133889,25.17994863
1397.265,40.7633242,20.19998996,26.24066703,29.68749124,31.33968508,24.54330964,28.80678277,30.49413758,27.61701555,30.65286948,30.04823236,25.45349122,31.69458446,25.81110553,26.86506266,25.09171422,26.47623972,29.86102283,23.16533304,25.18344777,19.47896256,28.38226468,24.06047275,27.26801779,27.08084598,27.89373687,18.66324439,20.17940411,25.67418535,25.68298341,23.84802338,20.81718289,30.53516077,29.52051625,20.62513807,23.01352333,29.20624868,28.5988511,24.12622733,22.17897377,23.44379883,29.75617728,26.07646038,27.30273565,26.10186415,22.57024494,25.4455246,20.62102229,17.89052868,21.61679637,20.93789446,17.45799355,23.87043727,21.1884923,22.95982211,25.05037329
1401.125,41.43226376,20.18193546,26.29686417,29.49244207,32.48073137,24.73569582,28.29387998,30.12173784,27.21955059,31.08927686,30.49338693,25.4062378,32.91421704,26.12335371,26.69110258,24.86410166,26.09254535,29.59177009,22.89580856,25.13315814,19.83920883,27.63033254,24.31988715,27.27854095,28.05349459,27.26350177,18.88313119,19.82697371,25.56125237,25.52884546,24.02841306,20.42949326,30.00428651,29.87223303,20.83917673,23.53650466,29.46867155,29.24006717,24.31417119,21.6015839,23.41301763,29.67594791,26.49708569,27.77851913,26.0057272,22.31474513,26.17814277,20.53521071,17.57275671,21.43579651,20.80349684,17.9583747,23.94550907,21.26700599,22.50350839,25.21606726
1404.985,40.9899349,20.15093855,26.14343312,29.81445548,32.9539347,24.55882767,27.67122124,30.20713678,26.87772292,30.8860897,30.62968228,25.63921845,32.97647205,26.4904273,26.68990131,24.4634124,25.55483502,29.2293631,23.44016627,25.12903426,19.49692934,27.47854123,24.17224893,26.9183858,28.39277434,26.74679548,18.69725424,19.55469593,25.8059026,25.68550253,24.27305902,20.15141153,30.41270315,29.41212033,20.45900248,23.56439241,29.76004842,29.20005575,24.20557795,21.41433183,23.89468272,30.03685279,26.70097982,28.34168735,25.99132026,22.38691447,26.15092596,20.77458899,17.61883273,21.6602252,20.66578833,18.02350664,23.88635809,21.40243134,22.08622258,25.29879985
1408.845,41.91992334,20.15353293,26.70733974,30.48840262,32.45443316,24.23011913,27.95220691,30.56876425,26.85633411,30.6202366,30.79133592,26.02837299,33.45226989,26.00982623,26.48807908,24.7189302,25.52033142,29.49853216,23.77114036,25.28724135,19.04834372,27.34580403,24.12996529,27.40353667,28.0007756,26.8303007,18.64525421,19.4578103,25.60329607,26.1693388,24.34178964,20.49190004,30.91188453,28.68751771,20.25181258,23.21209712,29.1539886,28.73479277,24.56927554,21.64641265,23.93011559,30.20085472,27.1226399,28.43642294,26.30715516,22.84853139,25.44337777,20.57677749,17.55157199,21.69938467,20.74063188,17.53691011,23.88201844,21.6337344,22.14813265,25.2600343
1412.705,43.10164975,20.21871222,26.5731469,30.46420345,32.33150612,24.48069729,28.06051135,30.27996877,27.22984289,30.83890438,30.59514725,25.98486303,33.0876479,25.59893088,26.06236039,25.04021095,25.61057562,29.20691339,23.7175802,25.49808018,18.83326941,27.06216949,24.07140177,27.87140095,27.92425222,26.95293894,18.8209023,19.54879479,25.191961,25.66863218,23.90271187,20.62244495,30.90384932,28.55423921,20.39888255,22.96012492,28.88110148,28.23668162,24.28219662,21.51140443,23.59483229,30.21918112,27.15837081,28.01941634,25.866416,22.63016201,25.17959545,20.1319344,17.06674261,21.33353547,20.59114624,17.55703603,23.46465978,21.44788769,22.36603639,24.86954925
1416.565,41.3195882,20.10489092,26.17277351,30.19024308,32.51137579,24.50472284,27.58530749,30.13658027,27.13487568,30.13451053,29.77508181,25.87048388,32.03861248,25.47192803,25.89523116,25.30878765,25.88794046,28.85498249,23.32635794,25.46722954,18.84098119,26.72724831,23.44028214,27.00120716,27.48397495,26.72924487,18.28438252,19.53030853,24.93790818,24.89639565,23.35577307,20.32261893,30.59996451,28.37269689,20.23701412,22.90795202,29.81206871,28.1665458,23.94699388,21.21378616,23.27411009,30.20472615,26.91247455,27.4836354,24.9008863,22.21425845,25.29798277,19.85196806,17.14107406,21.07575362,20.40217341,17.56277952,23.35463572,21.09925885,22.17305767,23.90951413
1420.425,40.10773911,19.6762468,25.3317544,29.67025321,32.39136678,24.34770726,26.63259284,29.58586816,26.45139538,29.51293014,29.53472607,25.51646658,32.28724081,25.09426749,25.98500051,25.08722127,25.72692787,28.01648682,22.53982051,24.70585125,18.28565283,26.26637374,23.04600982,26.11594123,26.64583649,26.20722676,17.57664501,19.02817031,24.57425261,24.39197608,22.71602491,19.68879554,29.05717555,27.48221358,19.40966691,22.37139144,29.68527819,27.9305461,23.81390747,20.98238566,22.63609437,29.3846858,26.03955109,26.3154039,24.48038914,21.34588465,24.6749344,19.2902655,16.94033169,20.19023128,19.70978738,17.04869547,23.16642926,20.67226743,21.82774075,23.38485678
1424.285,40.24016008,19.83460677,25.03259612,28.95446076,32.10700296,23.8198242,26.46274222,29.01178367,25.62117939,29.66582307,29.12812999,24.61844799,32.94394804,24.71861671,25.42301792,24.28385479,24.04283373,27.08912558,22.34017976,23.84062707,17.53814386,25.68217816,22.83182825,25.65000534,25.52729237,25.68163312,17.3871174,18.35482506,24.02210093,23.75615364,21.72060391,18.77984558,28.48429808,26.86141817,19.01326319,21.47813312,28.47805139,27.13569224,22.98279436,20.14596416,22.04684154,28.61556608,25.44771716,25.74182468,23.9595315,20.77897255,23.62867831,18.51975154,16.0445945,19.60719442,19.03158356,16.35160689,22.04419846,20.36124186,20.66054372,22.9308435
1428.145,41.31366958,19.53758479,24.95760692,28.74916216,31.38582896,22.86756713,26.06289412,28.83516652,25.22774814,28.56684413,28.50118421,24.38447512,32.03396256,24.34687353,24.4678419,24.07665149,22.71107373,27.01181312,22.02501661,23.41744593,17.35980639,24.7503453,22.20222111,24.80443114,25.05128131,24.36240784,17.11957368,17.75188736,23.03818832,23.28973872,21.23150148,18.08784908,28.25729099,26.21218378,18.60014471,20.9668614,28.25183253,27.1508106,22.10245614,19.37985992,21.21053998,27.77515624,25.08649361,25.43252763,23.34510046,20.34519762,23.38808542,18.11165716,15.5622375,19.29377939,18.8313646,15.81315291,21.49509849,19.79465123,19.91090589,22.30136719
1432.005,40.85336302,18.95557833,24.25400312,29.31865693,30.82210513,22.38776041,25.49115621,28.4106711,25.19969737,27.62221667,28.36841993,24.42117736,30.40622055,23.47067651,23.85469801,23.72212629,22.26564942,26.77954963,21.70081544,22.79505611,17.20491587,24.16890004,21.71088711,24.53863451,24.74649345,23.49257147,16.62355049,17.26350101,22.91575603,22.73145974,21.40083356,17.95252745,28.25206352,25.90498827,18.2181204,20.58497898,28.28564367,26.5349453,22.00177001,19.20828648,20.65441173,27.13073518,24.53079567,24.52340015,23.42169219,19.84814317,22.77346342,17.85210526,15.3960507,18.91683422,18.60294363,15.77158152,21.29224259,19.43598688,19.6532956,21.80881086
1435.865,38.44163805,18.43227878,23.88985552,29.05112404,31.05470478,21.99622747,24.86398465,27.77555893,24.69685113,27.30483337,27.74837103,24.23329983,29.59411234,22.51249377,23.09020518,22.932532,22.01873595,26.12051001,21.13938768,22.22346955,16.78717084,24.26621801,21.41421827,24.18133748,23.72229647,23.26275801,16.19317651,16.88766198,22.83423034,22.0275743,21.27973249,18.05277792,27.40690593,25.66388199,18.19702156,20.62083594,27.98324642,25.87775443,21.84984127,19.36958866,20.78977314,26.9784641,24.34599878,24.47547676,23.11660334,20.04851108,22.1761906,17.57461078,15.36144368,18.73465091,18.23860391,15.54457547,21.05354841,19.4755274,19.51913769,21.55243093
1439.725,37.92441402,18.18562604,23.70104835,27.97244995,30.63533083,21.59538422,24.3249984,27.1744961,24.05185088,27.0410805,27.59094996,23.88981495,29.5870408,22.47622051,23.14236937,21.92625258,21.74631127,25.83001115,20.73959996,22.2529437,16.57329537,23.78854195,21.21157185,23.89792478,23.42576859,22.64960513,15.97400728,16.40665331,22.49504712,22.18592939,20.88020169,18.03226951,26.86885359,25.31101199,18.12283885,20.4218768,28.07033805,25.95886958,21.66749088,19.60184152,20.44713032,26.502306,24.80384271,24.93527831,22.55210382,20.10925541,22.25501719,17.54273709,15.2856568,18.88047783,18.18961349,15.23243218,21.31367667,19.49714796,19.71851004,21.39489393
1443.585,38.18023133,17.89350968,23.45577124,27.27325201,30.07979084,21.42770772,23.80031006,26.96028584,23.58358545,26.84376546,27.17215195,23.48569281,29.61394827,22.40892698,23.0841042,21.59582765,21.55530803,25.58753544,20.41787696,22.19952193,16.51001791,23.01421804,20.83242861,23.73935711,23.39352412,22.55767489,15.62469488,16.11363322,22.38356491,22.32958753,20.76110827,17.62918184,27.26296699,24.92473713,17.88520563,20.13537733,28.47029121,25.95728306,21.76338313,19.28191933,19.83484862,26.94352921,24.31546014,24.52451135,22.15641872,19.59848595,22.10224141,17.5017256,15.04600803,18.7370015,18.13189605,15.07067868,21.12745538,19.28815255,19.43474931,21.21357451
1447.445,37.81988998,17.52474754,23.02895883,27.21655052,30.20983313,21.11020792,23.4128335,26.84607242,23.61343236,26.42118598,26.39095867,23.45584837,29.90570793,21.99187139,22.88250584,22.13583002,21.40531498,25.12479988,20.29780512,21.79450788,16.30797787,22.66745349,20.49690708,23.32460158,23.34288748,22.4729563,15.52178094,16.00144885,21.96465444,22.06482267,21.04006726,17.09241753,27.11795223,25.03424276,17.67019847,20.3453762,28.71540798,25.85697792,21.63497028,18.96138916,19.68856267,27.16975623,23.77185908,24.36480151,22.1753212,19.35593059,21.70866061,17.27627287,15.00121423,18.46688802,18.06742249,15.02889572,20.87199521,18.89383644,19.22813815,21.41526327
1451.305,36.80883726,17.46283394,22.52673096,27.44505946,29.69591613,20.8479944,23.06188052,26.45677028,23.52327262,25.59607036,26.24779342,23.13639867,29.5424392,21.82905247,22.30547281,21.68090247,20.93888821,24.51910192,19.98432879,21.11034396,15.93459377,21.97467212,20.29386467,22.52964326,22.97113627,21.68124266,15.15665829,15.67518422,21.44206196,22.0094435,21.0635661,16.91361583,27.13487273,24.57370697,17.44365737,19.88856036,28.15264908,25.78277048,21.34242375,18.8994058,19.5704459,26.67672888,23.91759243,24.10065607,22.32102824,19.37883564,21.50021607,17.03352262,14.7096632,18.39072061,18.09235889,15.04484881,20.98313009,18.88991774,19.11519287,21.17465573
1455.165,36.11962985,17.40109495,22.36345917,26.83360951,28.83372639,20.3219012,23.0035893,25.96240224,22.99127458,24.73390829,26.0068677,22.79844447,28.74900699,20.95076235,21.44795083,20.84837719,20.48724629,24.32742124,19.26868109,20.56897675,15.56261749,21.47317017,19.88370561,22.03499345,21.99615769,21.04138531,14.53935683,15.41097571,20.94949659,21.68591243,20.78043334,17.05972803,27.414599,23.63198371,17.4636025,19.39790283,27.33563567,25.25366164,20.9148492,18.56462216,19.51524547,26.60595721,24.13645208,23.97573655,22.04795399,19.02823641,21.23030316,16.79451701,14.30351552,17.96082677,17.73809399,14.93288975,20.40411526,18.75147461,18.5901716,20.2690116
1459.025,35.4191148,16.68100695,22.01288914,25.93357453,27.79736948,19.54250592,22.27657652,25.52718429,22.17503451,23.73000322,24.50610459,22.39919572,28.04795254,19.75222074,20.61288529,20.53874772,19.47686855,23.2738319,18.85216132,19.93653872,15.02963892,20.94437021,18.89613992,21.40927666,21.21611666,20.11255766,14.09501956,14.6251003,20.16293113,20.86586128,19.97502536,16.40865094,26.05454939,22.58971469,16.97593295,18.77225491,27.27801846,24.06228503,20.51921035,17.90892321,19.05007449,26.02073648,23.47669518,23.53114629,21.55838064,18.53724973,20.47107599,16.14452667,13.83956045,17.0399531,17.02796339,14.48891589,19.09568069,17.8627395,17.76397817,19.46328932
1462.885,35.15625526,15.68424028,21.30871132,24.80569376,27.09354951,19.15392915,20.55373646,24.4150624,21.36503019,22.96638147,23.39350988,21.65278436,27.17056737,19.09186545,19.77415589,19.88135885,18.00468169,21.74044016,18.1115333,19.37741531,14.29368736,19.65751004,17.81893772,20.4368141,20.55412963,19.32814247,13.5862686,13.75356423,19.20476127,19.8365811,18.49932808,15.84907448,24.48300933,21.83034608,16.18952003,18.11685968,26.98576913,23.55585373,19.56896859,17.67003529,17.95374921,25.12839981,22.34707479,22.0365097,20.31288528,17.97726601,19.75746791,15.52264743,13.36677399,16.26540345,16.08162965,13.73327528,18.49981083,17.11179893,16.86789062,18.94015799
1466.745,33.36256402,14.90476818,20.25754399,23.17338562,26.14210308,18.31687204,19.12098182,22.99919483,20.13162595,21.27021274,22.17164079,20.30036662,25.56592234,18.11134679,18.69131595,18.87629289,16.85401948,20.44587475,16.95200185,18.30839727,13.27766646,18.26699625,16.98280575,19.03413564,19.38199606,18.00870117,12.65207239,12.94584884,17.98982786,18.74701856,17.45111843,15.02214477,23.59184857,20.95417051,15.23233394,17.0882189,25.77301684,22.24942429,18.28524174,16.95200501,16.62415068,23.71433445,21.46030897,20.44566339,18.95755771,16.79615229,18.44504046,14.60612229,12.58681048,15.30559003,15.18828751,12.83750195,17.40841304,16.26974611,16.05639962,17.89191172
1470.605,31.28700497,14.27282665,19.22400931,22.02724658,24.72340239,17.35957105,18.00948813,22.00600726,18.93071969,19.81044889,20.91176292,19.26221533,24.65194831,17.29519722,17.64901338,18.08494911,16.03797053,19.55618071,16.13120899,17.46783979,12.48458093,17.16483689,16.35374326,17.97809314,18.39215779,16.9098044,11.91702607,12.16037784,16.96401009,17.70676878,16.72329824,14.04065255,22.51081271,19.76315235,14.27320051,15.8963191,24.8206568,21.05505715,17.34426566,15.89215134,15.48625465,22.85175133,20.87258835,19.49843932,18.11498911,15.75218533,17.37413264,13.66317606,11.81199296,14.52295417,14.51126438,12.15821395,16.23086003,15.33048558,15.37525285,16.78859645
1474.465,29.59732965,13.42007592,18.14095545,20.5589254,23.32950493,16.34650159,16.8476175,20.82379724,17.80064182,18.59148219,19.64041497,18.59313971,23.63235899,16.28688961,16.54541152,17.15457502,14.7540561,18.48323965,15.03798418,16.52432918,11.66315325,15.99977868,15.22390022,16.92199955,17.21709393,15.76834038,11.10469726,11.25766991,15.87144623,16.54067476,15.51450588,13.35155886,20.93355135,18.53333553,13.45865478,14.86374972,24.00339339,20.06513603,16.41915563,14.77402479,14.52278137,21.75221653,20.24459267,18.7490167,16.93601199,14.82804083,16.40381763,12.71975069,10.92806832,13.55903455,13.48431018,11.30745652,15.02153251,14.10061692,14.31848916,15.57822252
1478.325,28.26101787,12.62952903,17.13987848,19.43410534,22.76993724,15.42868611,15.74210162,19.524431,16.81039413,17.56394183,18.21042507,17.78846987,22.4679048,15.346197,15.57686866,16.2555967,13.51518523,17.12373015,14.16359912,15.30320769,10.91133684,15.02165975,14.2922648,15.71386673,16.20675112,14.79262495,10.35454709,10.59544581,15.14256147,15.56728514,14.39864703,12.61722929,19.6742523,17.02000663,12.71040001,13.82435263,23.27774201,18.78622796,15.29601425,13.97378338,13.83133355,20.49574776,19.25915533,17.7057768,15.94882437,13.75252585,15.26270065,11.8754564,10.09441674,12.61828147,12.74380207,10.55292387,14.11261774,13.49468392,13.45561183,14.46883045
1482.185,26.98449341,12.06026678,16.32553994,18.70114549,21.9843971,14.50368593,14.87367071,18.45750789,16.01520545,16.85745012,17.36708896,16.97031605,21.85066084,14.52902112,14.80471138,15.56456452,12.72947456,15.9789024,13.48052323,14.52038822,10.32534515,14.15067125,13.691968,14.82152577,15.33653891,14.26007607,9.81307971,10.02262458,14.42623702,14.91245138,13.60676497,11.9896864,18.82076673,15.98046231,12.15485018,13.0212705,22.05649484,17.7570564,14.37301241,13.45155608,13.12855083,19.87066544,18.43266769,16.88700473,15.35107505,13.01825159,14.45223529,11.28487637,9.608180526,12.08151787,12.1762011,10.18760424,13.39238967,13.06849648,12.72550323,13.73779923
1486.045,26.28627567,11.62088176,15.63002357,17.69553587,21.18429251,13.92397513,14.26324375,17.8694928,15.4744322,16.5015926,16.80569229,16.31277756,20.80980094,13.80856124,14.11013603,15.13730586,12.17977299,15.33208311,12.97177939,13.96325204,9.975551669,13.4660748,13.22061359,14.29979414,14.64000932,13.78133386,9.439913718,9.559719527,13.82858591,14.40544067,13.18544405,11.58544685,18.22433741,15.55943597,11.83043972,12.62729648,20.91390054,17.180742,14.08248708,13.14549833,12.63566422,19.24792376,17.78366357,16.2900828,14.88465565,12.69430015,14.21630916,10.99326382,9.391403412,11.80833155,11.77100767,9.924965383,13.05802163,12.59683844,12.27636725,13.51015552
1489.905,26.10916807,11.48527779,15.61036196,17.26573079,20.83310176,13.95019699,14.2791784,17.81581382,15.28348554,16.45413972,16.2016833,16.18133997,20.25037067,13.55714393,13.70127333,14.88654902,11.97564139,15.07775179,12.85787494,13.79101293,9.9082308,13.30623774,12.96886594,14.10212221,14.66052699,13.4761313,9.31405292,9.442902081,13.68422209,14.21615211,13.15126987,11.64215516,18.37869602,15.45635891,11.75778838,12.73874219,20.72127344,17.31105641,14.26606834,12.99404906,12.62858818,19.19998185,17.7120029,16.1895998,14.6544557,12.7414946,14.37913911,10.9861825,9.42890584,11.81848554,11.83558899,9.865918354,13.16474387,12.5873831,12.33084422,13.66770512
1493.765,25.31819196,11.38092085,15.65665299,17.71307605,20.75228576,13.92345256,14.27128769,17.84899689,15.0254347,16.14460563,15.96363438,16.12551038,20.39285463,13.70989739,13.85506301,14.7340694,12.12252249,15.03566718,12.70574069,13.60507239,9.862513363,13.36296606,12.97765776,14.09778779,14.6833071,13.38319564,9.276034318,9.479615466,13.50960636,14.19545717,13.31144908,11.63898813,18.81999425,15.66109386,11.69904358,12.88736,21.07458384,17.52968011,14.21936602,12.9355885,12.72056191,19.57791242,17.86253818,16.26961878,14.73725882,12.91837703,14.6120383,11.06523281,9.457068675,11.93144444,11.9009012,9.941887373,13.07708663,12.6670543,12.59921695,13.8172048
1497.625,25.25592125,11.39578162,15.42408957,17.81129715,20.73755178,13.86065087,14.08646055,17.7194478,15.07086594,16.05588454,16.13590822,16.12785161,20.18213791,13.63628408,13.98010234,14.67189406,12.20536169,15.22042242,12.72156605,13.65059939,9.873131288,13.3597487,13.07061945,14.3146083,14.56517808,13.40197982,9.260136112,9.550271263,13.49360079,14.37510322,13.39764414,11.59376321,18.9948677,15.54638301,11.68004936,12.74457179,21.23535898,17.39740851,14.1334391,13.1924306,12.83495977,19.57874684,17.94415254,16.26935031,14.76706198,12.89976511,14.58558575,11.08925755,9.472150477,11.91490002,11.81665438,9.903419736,13.02526037,12.79450968,12.76099917,13.86739557
1501.485,25.3426966,11.47700031,15.48708118,17.35755188,20.4698947,13.9588686,14.16370396,17.61980327,15.08834281,16.09729719,16.0596782,16.26392784,20.14428226,13.61714376,13.81280384,14.55992063,12.13763195,15.00042217,12.8232783,13.94922376,9.850387789,13.27951764,13.01634748,14.26335643,14.4641937,13.46282449,9.228072357,9.522134117,13.62575719,14.47517828,13.28059104,11.71843309,19.05251453,15.42076607,11.74877706,12.69267447,21.29364966,17.21011104,14.30885411,13.34897055,12.83204944,19.35657224,17.90532468,16.60166192,14.78419084,12.81133891,14.32269105,11.13150715,9.556545803,11.87394796,11.86881357,9.859603421,13.06385163,12.72403723,12.5649062,13.87022721
1505.345,25.27068559,11.47691654,15.63865945,17.31549076,20.74364984,13.86514951,14.26180234,17.72047156,15.08303556,16.27734394,15.94492341,16.14361736,20.71938185,13.66517791,14.03452709,14.45107686,12.10055881,14.8353147,12.86127421,13.96354527,9.751773851,13.23807412,12.9704885,14.21272777,14.35004551,13.54371518,9.241687324,9.46273929,13.77540653,14.34600282,13.29748864,11.57305755,19.08815447,15.75887141,11.79705263,12.6860484,21.20142029,17.19028364,14.2901432,13.3206806,12.706696,19.37578827,17.89090417,16.77910873,14.89049071,12.82323759,14.47282805,11.10683488,9.590386823,11.93855277,12.05303088,9.917462074,13.1154385,12.42786395,12.41088877,13.91108763
